RE19,2017-04-27,70780
RE19,2017-04-25,72541
RE19,2017-04-22,92393
RE19,2017-04-28,51037
RE19,2017-04-23,72494
RE19,2017-04-24,50876
RE19,2017-04-26,54181
RE19,2017-04-21,92957
CAVI,2017-04-30,96035
CAVI,2017-04-27,118817
CAVI,2017-04-25,112182
CAVI,2017-04-22,85948
CAVI,2017-04-28,79835
CAVI,2017-04-29,32648
CAVI,2017-04-23,85857
CAVI,2017-04-24,86460
CAVI,2017-04-26,111450
CAVI,2017-04-21,69003
HORS,2017-04-30,11210
HORS,2017-04-27,14806
HORS,2017-04-25,10409
HORS,2017-04-22,16268
HORS,2017-04-28,17166
HORS,2017-04-29,15910
HORS,2017-04-23,10729
HORS,2017-04-24,7021
HORS,2017-04-26,11925
HORS,2017-04-21,20345
RE03,2017-04-30,46441
RE03,2017-04-27,31017
RE03,2017-04-25,33492
RE03,2017-04-22,42323
RE03,2017-04-28,38190
RE03,2017-04-29,40376
RE03,2017-04-23,42350
RE03,2017-04-24,25565
RE03,2017-04-26,27027
RE03,2017-04-21,54675
BIAN,2017-04-30,14214
BIAN,2017-04-27,3132
BIAN,2017-04-25,2885
BIAN,2017-04-22,7616
BIAN,2017-04-28,3074
BIAN,2017-04-29,3964
BIAN,2017-04-23,2999
BIAN,2017-04-24,1097
BIAN,2017-04-26,2230
BIAN,2017-04-21,7781
MACF,2017-04-30,547
MACF,2017-04-27,2064
MACF,2017-04-25,1044
MACF,2017-04-22,3113
MACF,2017-04-28,3314
MACF,2017-04-29,1878
MACF,2017-04-23,1657
MACF,2017-04-24,2061
MACF,2017-04-26,2555
MACF,2017-04-21,2382
MLF2,2017-04-30,48410
MLF2,2017-04-27,41234
MLF2,2017-04-25,40218
MLF2,2017-04-22,61000
MLF2,2017-04-28,41445
MLF2,2017-04-29,47907
MLF2,2017-04-23,40945
MLF2,2017-04-24,29262
MLF2,2017-04-26,31054
MLF2,2017-04-21,54044
GATR,2017-04-27,61935
GATR,2017-04-25,65075
GATR,2017-04-22,81242
GATR,2017-04-28,47990
GATR,2017-04-23,61617
GATR,2017-04-24,44247
GATR,2017-04-26,49541
GATR,2017-04-21,83422
PIPE,2017-04-30,6264
PIPE,2017-04-27,6352
PIPE,2017-04-25,1738
PIPE,2017-04-22,183
PIPE,2017-04-28,3030
PIPE,2017-04-29,5936
PIPE,2017-04-23,303
PIPE,2017-04-24,795
PIPE,2017-04-26,5080
PIPE,2017-04-21,386
STRO,2017-04-30,1992
STRO,2017-04-27,629
STRO,2017-04-25,153
STRO,2017-04-22,1917
STRO,2017-04-28,2193
STRO,2017-04-29,2935
STRO,2017-04-23,313
STRO,2017-04-24,20
STRO,2017-04-26,205
STRO,2017-04-21,2500
BINO,2017-04-30,12569
BINO,2017-04-27,1630
BINO,2017-04-25,1191
BINO,2017-04-22,5635
BINO,2017-04-28,1320
BINO,2017-04-29,1803
BINO,2017-04-23,918
BINO,2017-04-24,648
BINO,2017-04-26,973
BINO,2017-04-21,5592
KOUT,2017-04-30,68694
KOUT,2017-04-27,46828
KOUT,2017-04-25,52320
KOUT,2017-04-22,71906
KOUT,2017-04-28,47819
KOUT,2017-04-29,54341
KOUT,2017-04-23,52050
KOUT,2017-04-24,35246
KOUT,2017-04-26,35445
KOUT,2017-04-21,77954
UA2,2017-04-30,12269
UA2,2017-04-27,1152
UA2,2017-04-25,1020
UA2,2017-04-22,6078
UA2,2017-04-28,1500
UA2,2017-04-29,1991
UA2,2017-04-23,748
UA2,2017-04-24,126
UA2,2017-04-26,980
UA2,2017-04-21,6539
SHAN,2017-04-30,81741
SHAN,2017-04-27,57063
SHAN,2017-04-25,62066
SHAN,2017-04-22,84479
SHAN,2017-04-28,57989
SHAN,2017-04-29,64101
SHAN,2017-04-23,64634
SHAN,2017-04-24,47031
SHAN,2017-04-26,46032
SHAN,2017-04-21,86531
LA2,2017-04-30,12574
LA2,2017-04-27,938
LA2,2017-04-25,1125
LA2,2017-04-22,7258
LA2,2017-04-28,1536
LA2,2017-04-29,1886
LA2,2017-04-23,1552
LA2,2017-04-24,294
LA2,2017-04-26,1047
LA2,2017-04-21,6117
SOHA,2017-04-30,17637
SOHA,2017-04-27,12319
SOHA,2017-04-25,8192
SOHA,2017-04-22,5625
SOHA,2017-04-28,11374
SOHA,2017-04-29,14191
SOHA,2017-04-23,11357
SOHA,2017-04-24,7190
SOHA,2017-04-26,9891
SOHA,2017-04-21,13831
SHW,2017-04-30,17471
SHW,2017-04-27,14781
SHW,2017-04-25,14700
SHW,2017-04-22,20630
SHW,2017-04-28,17677
SHW,2017-04-29,19132
SHW,2017-04-23,12189
SHW,2017-04-24,8282
SHW,2017-04-26,7861
SHW,2017-04-21,19930
CHIM,2017-04-30,20673
CHIM,2017-04-27,11848
CHIM,2017-04-25,9565
CHIM,2017-04-22,15815
CHIM,2017-04-28,8854
CHIM,2017-04-29,17501
CHIM,2017-04-23,10698
CHIM,2017-04-24,7042
CHIM,2017-04-26,10753
CHIM,2017-04-21,18214
RE28,2017-04-30,76961
RE28,2017-04-27,58821
RE28,2017-04-25,58045
RE28,2017-04-22,70502
RE28,2017-04-28,55004
RE28,2017-04-29,66766
RE28,2017-04-23,60994
RE28,2017-04-24,42587
RE28,2017-04-26,47743
RE28,2017-04-21,75985
FNCH,2017-04-30,1013
FNCH,2017-04-27,3108
FNCH,2017-04-25,1573
FNCH,2017-04-22,1317
FNCH,2017-04-28,4231
FNCH,2017-04-29,3583
FNCH,2017-04-23,3664
FNCH,2017-04-24,991
FNCH,2017-04-26,2521
FNCH,2017-04-21,2917
ARFT,2017-04-30,71182
ARFT,2017-04-27,55091
ARFT,2017-04-25,56790
ARFT,2017-04-22,78629
ARFT,2017-04-28,59480
ARFT,2017-04-29,70160
ARFT,2017-04-23,57437
ARFT,2017-04-24,39772
ARFT,2017-04-26,43697
ARFT,2017-04-21,76273
DIPS,2017-04-30,119697
DIPS,2017-04-27,88365
DIPS,2017-04-25,84953
DIPS,2017-04-22,108740
DIPS,2017-04-28,84424
DIPS,2017-04-29,100914
DIPS,2017-04-23,89563
DIPS,2017-04-24,63381
DIPS,2017-04-26,74741
DIPS,2017-04-21,109357
AMAD,2017-04-30,37294
AMAD,2017-04-27,25228
AMAD,2017-04-25,25775
AMAD,2017-04-22,36619
AMAD,2017-04-28,26577
AMAD,2017-04-29,29725
AMAD,2017-04-23,26271
AMAD,2017-04-24,18237
AMAD,2017-04-26,15708
AMAD,2017-04-21,36687
RE33,2017-04-27,10028
RE33,2017-04-25,14873
RE33,2017-04-22,22252
RE33,2017-04-28,13372
RE33,2017-04-29,8603
RE33,2017-04-23,18773
RE33,2017-04-24,11872
RE33,2017-04-26,10189
RE33,2017-04-21,23276
WOLF,2017-04-30,2958
WOLF,2017-04-27,2378
WOLF,2017-04-25,997
WOLF,2017-04-22,3863
WOLF,2017-04-28,5686
WOLF,2017-04-29,5999
WOLF,2017-04-23,2519
WOLF,2017-04-24,727
WOLF,2017-04-26,967
WOLF,2017-04-21,5725
Y,2017-04-27,40261
Y,2017-04-25,44000
Y,2017-04-22,64503
Y,2017-04-28,35675
Y,2017-04-23,45195
Y,2017-04-24,30756
Y,2017-04-26,40185
Y,2017-04-21,63342
1500,2017-04-27,35588
1500,2017-04-25,39914
1500,2017-04-22,57720
1500,2017-04-28,18790
1500,2017-04-23,38968
1500,2017-04-24,27419
1500,2017-04-26,31625
1500,2017-04-21,57086
ROBH,2017-04-30,37429
ROBH,2017-04-27,28215
ROBH,2017-04-25,25617
ROBH,2017-04-22,37414
ROBH,2017-04-28,27507
ROBH,2017-04-29,34215
ROBH,2017-04-23,26980
ROBH,2017-04-24,20214
ROBH,2017-04-26,21820
ROBH,2017-04-21,44602
AVEQ,2017-04-30,11414
AVEQ,2017-04-27,3311
AVEQ,2017-04-25,4503
AVEQ,2017-04-22,6345
AVEQ,2017-04-28,3073
AVEQ,2017-04-29,8345
AVEQ,2017-04-23,5960
AVEQ,2017-04-24,4773
AVEQ,2017-04-26,2651
AVEQ,2017-04-21,8666
BKOK,2017-04-30,47655
BKOK,2017-04-27,29146
BKOK,2017-04-25,35688
BKOK,2017-04-22,43290
BKOK,2017-04-28,32636
BKOK,2017-04-29,38177
BKOK,2017-04-23,34606
BKOK,2017-04-24,22910
BKOK,2017-04-26,25653
BKOK,2017-04-21,47697
SOSP,2017-04-30,50578
SOSP,2017-04-27,37625
SOSP,2017-04-25,35387
SOSP,2017-04-22,46961
SOSP,2017-04-28,35543
SOSP,2017-04-29,44215
SOSP,2017-04-23,39203
SOSP,2017-04-24,25877
SOSP,2017-04-26,27290
SOSP,2017-04-21,33490
SHIL,2017-04-30,68733
SHIL,2017-04-27,43968
SHIL,2017-04-25,49720
SHIL,2017-04-22,73494
SHIL,2017-04-28,46788
SHIL,2017-04-29,53930
SHIL,2017-04-23,54812
SHIL,2017-04-24,36616
SHIL,2017-04-26,32392
SHIL,2017-04-21,72345
WNCH,2017-04-30,38650
WNCH,2017-04-27,28829
WNCH,2017-04-25,25262
WNCH,2017-04-22,35960
WNCH,2017-04-28,27063
WNCH,2017-04-29,35506
WNCH,2017-04-23,28270
WNCH,2017-04-24,21160
WNCH,2017-04-26,22455
WNCH,2017-04-21,45037
LHAY,2017-04-30,5647
LHAY,2017-04-27,4701
LHAY,2017-04-25,3148
LHAY,2017-04-22,6265
LHAY,2017-04-28,3961
LHAY,2017-04-29,4708
LHAY,2017-04-23,3410
LHAY,2017-04-24,2426
LHAY,2017-04-26,3010
LHAY,2017-04-21,12116
LOLF,2017-04-30,4713
LOLF,2017-04-27,6174
LOLF,2017-04-25,4886
LOLF,2017-04-22,8662
LOLF,2017-04-28,8196
LOLF,2017-04-29,7585
LOLF,2017-04-23,4593
LOLF,2017-04-24,1962
LOLF,2017-04-26,3493
LOLF,2017-04-21,8406
MACR,2017-04-30,86214
MACR,2017-04-27,63894
MACR,2017-04-25,68305
MACR,2017-04-22,86980
MACR,2017-04-28,67485
MACR,2017-04-29,81849
MACR,2017-04-23,66587
MACR,2017-04-24,48835
MACR,2017-04-26,48747
MACR,2017-04-21,90702
MAFL,2017-04-25,1044
MAFL,2017-04-22,3113
MAFL,2017-04-23,1657
MAFL,2017-04-24,2061
MAFL,2017-04-26,957
MAFL,2017-04-21,2382
PLAN,2017-04-30,53346
PLAN,2017-04-27,42846
PLAN,2017-04-25,46465
PLAN,2017-04-22,63969
PLAN,2017-04-28,42926
PLAN,2017-04-29,52759
PLAN,2017-04-23,49972
PLAN,2017-04-24,33595
PLAN,2017-04-26,36566
PLAN,2017-04-21,63151
GATE,2017-04-30,2692
GATE,2017-04-27,1202
GATE,2017-04-25,5
GATE,2017-04-22,2483
GATE,2017-04-28,3948
GATE,2017-04-29,5848
GATE,2017-04-23,486
GATE,2017-04-24,1
GATE,2017-04-26,186
GATE,2017-04-21,2583
2973,2017-04-27,1
2973,2017-04-29,1
2973,2017-04-28,9
6001,2017-04-24,1
6001,2017-04-22,48
6001,2017-04-30,21
6001,2017-04-29,251
6001,2017-04-28,1
6001,2017-04-21,6
WalkTag1,2017-04-28,14
WalkTag1,2017-04-21,2708
WalkTag1,2017-04-24,317
WalkTag1,2017-04-26,6620
5974,2017-04-30,124520
5974,2017-04-25,61656
5974,2017-04-22,89428
5974,2017-04-28,68011
5974,2017-04-29,67515
5974,2017-04-23,72453
5974,2017-04-24,55940
5974,2017-04-26,66800
5974,2017-04-27,80750
5974,2017-04-21,100728
5838,2017-04-27,1
5838,2017-04-25,1
5838,2017-04-28,2
5838,2017-04-29,1
5838,2017-04-23,1
5838,2017-04-30,1
5838,2017-04-26,2
5838,2017-04-21,11
FieldTag,2017-04-29,38
FieldTag,2017-04-30,62789
FieldTag,2017-04-23,4
FieldTag,2017-04-22,19
FieldTag,2017-04-21,71
6007,2017-04-29,242
6007,2017-04-25,592
6007,2017-04-22,94
6007,2017-04-28,779
6007,2017-04-21,3164
6007,2017-04-30,295
6007,2017-04-24,363
6007,2017-04-23,68
6007,2017-04-27,283
6007,2017-04-26,409
4025,2017-04-22,1
4025,2017-04-28,1
5999,2017-04-28,1
4621,2017-04-30,8581
4621,2017-04-25,10419
4621,2017-04-28,6626
4621,2017-04-27,10835
4621,2017-04-29,1550
4621,2017-04-26,8709
6000,2017-04-28,42324
6000,2017-04-25,43593
6000,2017-04-22,56185
6000,2017-04-24,31803
6000,2017-04-30,55645
6000,2017-04-21,57425
6000,2017-04-23,52956
6000,2017-04-29,44452
6000,2017-04-27,26657
6000,2017-04-26,29412
5876,2017-04-30,55204
5876,2017-04-27,63752
5876,2017-04-25,75588
5876,2017-04-22,75562
5876,2017-04-28,48635
5876,2017-04-29,39971
5876,2017-04-23,49568
5876,2017-04-24,53232
5876,2017-04-26,44261
5876,2017-04-21,87374
5174,2017-04-28,1
5174,2017-04-30,2
5174,2017-04-22,1
5174,2017-04-21,4
4754,2017-04-24,1
5727,2017-04-21,1
5907,2017-04-27,1
5907,2017-04-25,1
5907,2017-04-23,1
5907,2017-04-28,2
4968,2017-04-24,32461
4968,2017-04-28,33151
4968,2017-04-25,40067
4968,2017-04-22,58084
4968,2017-04-30,47326
4968,2017-04-26,28988
4968,2017-04-27,33864
4968,2017-04-29,48669
4968,2017-04-23,49018
4968,2017-04-21,66575
5140,2017-04-28,1
5140,2017-04-29,1
5140,2017-04-22,3835
5140,2017-04-30,2
5140,2017-04-21,4225
5140,2017-04-23,3
5140,2017-04-24,1
5140,2017-04-27,3
5140,2017-04-26,1
5736,2017-04-25,1
5736,2017-04-22,1
5736,2017-04-28,2
5736,2017-04-23,1
5736,2017-04-30,1
5736,2017-04-21,1
5583,2017-04-30,1569
5583,2017-04-25,394
5583,2017-04-24,194
5583,2017-04-22,6579
5583,2017-04-28,683
5583,2017-04-23,1267
5583,2017-04-29,576
5583,2017-04-26,132
5583,2017-04-27,433
5583,2017-04-21,10332
6008,2017-04-30,3884
6008,2017-04-25,5733
6008,2017-04-22,8834
6008,2017-04-28,5239
6008,2017-04-29,6214
6008,2017-04-26,1211
6008,2017-04-23,6493
6008,2017-04-24,4889
6008,2017-04-27,5102
6008,2017-04-21,12362
5955,2017-04-23,8
5955,2017-04-22,13
5955,2017-04-21,1046
5006,2017-04-30,632
5944,2017-04-30,29078
5944,2017-04-27,39614
5944,2017-04-25,24783
5944,2017-04-22,42238
5944,2017-04-28,28191
5944,2017-04-29,30706
5944,2017-04-23,36433
5944,2017-04-24,20135
5944,2017-04-26,10279
5944,2017-04-21,32781
5562,2017-04-24,1
5562,2017-04-25,1
5562,2017-04-22,1
5562,2017-04-30,2
5562,2017-04-21,1
5562,2017-04-29,2
5562,2017-04-26,1
5191,2017-04-30,58
5191,2017-04-25,19
5191,2017-04-22,16
5191,2017-04-28,29
5191,2017-04-29,72
5191,2017-04-23,38
5191,2017-04-24,2
5191,2017-04-27,64
5191,2017-04-21,91
5998,2017-04-30,1
5998,2017-04-22,1
5998,2017-04-28,1
5998,2017-04-29,1
5998,2017-04-23,3
5998,2017-04-24,1
5998,2017-04-27,2
5998,2017-04-21,1
5867,2017-04-30,21492
5867,2017-04-25,15311
5867,2017-04-22,22428
5867,2017-04-28,16890
5867,2017-04-29,15360
5867,2017-04-23,9836
5867,2017-04-24,12499
5867,2017-04-26,11562
5867,2017-04-27,20876
5867,2017-04-21,22785
4884,2017-04-24,14028
4884,2017-04-30,28918
4884,2017-04-25,18807
4884,2017-04-22,32181
4884,2017-04-28,24583
4884,2017-04-29,24356
4884,2017-04-27,27679
4884,2017-04-26,20458
4884,2017-04-23,20574
4884,2017-04-21,41690
5804,2017-04-30,10439
5804,2017-04-27,1668
5804,2017-04-25,8579
5804,2017-04-22,7370
5804,2017-04-28,10118
5804,2017-04-29,11352
5804,2017-04-23,10105
5804,2017-04-24,3779
5804,2017-04-26,3092
5804,2017-04-21,10954
Mystery3,2017-04-30,46776
Mystery3,2017-04-27,65680
Mystery3,2017-04-25,50666
Mystery3,2017-04-22,63214
Mystery3,2017-04-28,52459
Mystery3,2017-04-29,39536
Mystery3,2017-04-23,61929
Mystery3,2017-04-24,47894
Mystery3,2017-04-26,50764
Mystery3,2017-04-21,80723
5462,2017-04-24,9
5462,2017-04-30,16000
5462,2017-04-25,1095
5462,2017-04-22,15911
5462,2017-04-28,27920
5462,2017-04-26,4756
5462,2017-04-23,2265
5462,2017-04-29,33438
5462,2017-04-27,11082
5462,2017-04-21,17637
5209,2017-04-30,79105
5209,2017-04-27,61998
5209,2017-04-25,60680
5209,2017-04-22,72911
5209,2017-04-28,58875
5209,2017-04-29,67363
5209,2017-04-23,51468
5209,2017-04-24,37052
5209,2017-04-26,43420
5209,2017-04-21,79265
5680,2017-04-27,1
4713,2017-04-30,43022
4713,2017-04-27,59413
4713,2017-04-25,39911
4713,2017-04-22,76655
4713,2017-04-28,40941
4713,2017-04-29,33759
4713,2017-04-23,53539
4713,2017-04-24,37695
4713,2017-04-26,39502
4713,2017-04-21,68705
5714,2017-04-24,2
5714,2017-04-30,5142
5714,2017-04-25,13106
5714,2017-04-28,6319
5714,2017-04-27,2674
5714,2017-04-29,3249
5771,2017-04-25,2
5771,2017-04-22,1
5771,2017-04-30,1
5771,2017-04-23,1
5771,2017-04-28,6
5771,2017-04-21,1
4937,2017-04-27,16
4937,2017-04-22,16
5964,2017-04-30,3636
5964,2017-04-27,1324
5964,2017-04-25,279
5964,2017-04-22,24800
5964,2017-04-28,769
5964,2017-04-29,1590
5964,2017-04-23,617
5964,2017-04-24,619
5964,2017-04-26,399
5964,2017-04-21,20198
6003,2017-04-30,18510
6003,2017-04-25,9581
6003,2017-04-22,15722
6003,2017-04-28,7037
6003,2017-04-29,13866
6003,2017-04-26,9354
6003,2017-04-27,16113
6003,2017-04-24,6361
6003,2017-04-23,10351
6003,2017-04-21,15027
5442,2017-04-30,64393
5442,2017-04-27,47836
5442,2017-04-25,46640
5442,2017-04-22,80665
5442,2017-04-28,63430
5442,2017-04-29,56724
5442,2017-04-23,44660
5442,2017-04-24,28820
5442,2017-04-26,6421
5442,2017-04-21,55979
6005,2017-04-30,35854
6005,2017-04-27,37922
6005,2017-04-25,41050
6005,2017-04-22,48742
6005,2017-04-28,40395
6005,2017-04-29,37788
6005,2017-04-23,45843
6005,2017-04-24,30089
6005,2017-04-26,29781
6005,2017-04-21,54053
5840,2017-04-27,2
5840,2017-04-21,4
WalkTag2,2017-04-21,40
WalkTag2,2017-04-23,1031
WalkTag2,2017-04-24,222
WalkTag2,2017-04-26,1
WalkTag2,2017-04-28,1767
6009,2017-04-22,1998
6009,2017-04-30,5076
6009,2017-04-29,112
6009,2017-04-23,142
6009,2017-04-28,3113
6009,2017-04-27,558
6009,2017-04-21,4809
5880,2017-04-30,1584
5880,2017-04-25,1212
5880,2017-04-28,647
5880,2017-04-27,1545
5880,2017-04-29,105
5880,2017-04-26,2322
5881,2017-04-30,4540
5881,2017-04-25,8956
5881,2017-04-28,3240
5881,2017-04-27,6866
5881,2017-04-29,480
5881,2017-04-26,8948
5103,2017-04-30,61288
5103,2017-04-27,79298
5103,2017-04-25,76280
5103,2017-04-22,92030
5103,2017-04-28,70376
5103,2017-04-29,48978
5103,2017-04-23,79551
5103,2017-04-24,59415
5103,2017-04-26,75688
5103,2017-04-21,101284
Mystery1,2017-04-30,35041
Mystery1,2017-04-27,70081
Mystery1,2017-04-25,57669
Mystery1,2017-04-22,82082
Mystery1,2017-04-28,77625
Mystery1,2017-04-29,54269
Mystery1,2017-04-23,48930
Mystery1,2017-04-24,25953
Mystery1,2017-04-26,35493
Mystery1,2017-04-21,71469
5946,2017-04-30,124
5946,2017-04-27,205
5946,2017-04-25,157
5946,2017-04-22,267
5946,2017-04-28,167
5946,2017-04-29,120
5946,2017-04-23,212
5946,2017-04-24,105
5946,2017-04-26,124
5946,2017-04-21,254
5153,2017-04-30,60981
5153,2017-04-27,88830
5153,2017-04-25,74712
5153,2017-04-22,119112
5153,2017-04-28,73403
5153,2017-04-29,64773
5153,2017-04-23,92716
5153,2017-04-24,54225
5153,2017-04-26,69454
5153,2017-04-21,46146
4935,2017-04-28,5334
4935,2017-04-27,5482
4935,2017-04-25,97071
4935,2017-04-22,94574
4935,2017-04-30,6383
4935,2017-04-29,831
4935,2017-04-23,79016
4935,2017-04-24,55674
4935,2017-04-26,54273
4935,2017-04-21,127215
6004,2017-04-24,1069
6004,2017-04-23,5950
6004,2017-04-22,1798
6004,2017-04-21,12622
5945,2017-04-30,4
5945,2017-04-25,15
5945,2017-04-21,1
5945,2017-04-22,79
5945,2017-04-28,7
5945,2017-04-29,1
5945,2017-04-27,134
5945,2017-04-24,5
5945,2017-04-23,7
5945,2017-04-26,64
5378,2017-04-22,1
5378,2017-04-21,1
Mystery2,2017-04-29,700
Mystery2,2017-04-30,6967
Mystery2,2017-04-25,111
Mystery2,2017-04-28,113
6006,2017-04-30,63640
6006,2017-04-27,24449
6006,2017-04-25,19403
6006,2017-04-22,42802
6006,2017-04-28,30273
6006,2017-04-29,43233
6006,2017-04-23,18197
6006,2017-04-24,10977
6006,2017-04-26,18785
6006,2017-04-21,45589
5878,2017-04-30,38463
5878,2017-04-27,68802
5878,2017-04-25,63000
5878,2017-04-22,87311
5878,2017-04-28,64212
5878,2017-04-29,44663
5878,2017-04-23,69498
5878,2017-04-24,54623
5878,2017-04-26,67570
5878,2017-04-21,84432
5389,2017-04-24,24491
5389,2017-04-30,30931
5389,2017-04-25,28754
5389,2017-04-22,31257
5389,2017-04-28,28405
5389,2017-04-23,30216
5389,2017-04-29,32631
5389,2017-04-26,24304
5389,2017-04-27,29976
5389,2017-04-21,37541
5568,2017-04-24,81
5568,2017-04-25,264
5568,2017-04-22,376
5568,2017-04-28,1356
5568,2017-04-29,1282
5568,2017-04-23,684
5568,2017-04-30,81
5568,2017-04-27,379
5568,2017-04-21,1571
4629,2017-04-30,106915
4629,2017-04-27,113853
4629,2017-04-25,120707
4629,2017-04-22,113267
4629,2017-04-28,94225
4629,2017-04-29,108566
4629,2017-04-23,127677
4629,2017-04-24,104407
4629,2017-04-26,127466
4629,2017-04-21,125126
